molecule,#stars,#amine,#amidine,#acid,#amide,#rotor,#rctvFG,CNS,MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metabol,QPlogKhsa,HumanAbs,QP%HumanAbs,SAfluorine,SAamideO,PSA,#NandO,RuleOf5,#ringatoms,#in34,#in56,#noncon,#nonHatm
"Lisinopril",0,2,0,2,1,13,0,-2,405.493,0.000,744.208,306.091,240.413,197.703,0.000,1336.416,5.000,9.500,0.0000000,0.0285440,0.7884341,40.870,14.945,26.123,18.866,-0.801,-2.048,-1.113,-2.361,0.180,-2.001,0.102,-8.131,0.000,0.000,7,-0.925,1,33.013,0.000,7.612,154.732,8,0,11,0,11,4,29
"Urapidil",0,1,0,0,0,6,0,1,387.481,0.000,736.359,464.093,102.006,170.261,0.000,1297.789,1.000,7.750,0.0000000,0.0105248,0.7814082,43.557,12.527,19.613,11.118,3.121,-4.567,-3.845,-6.607,266.366,-0.513,130.991,-4.286,0.000,0.000,2,0.329,3,84.293,0.000,0.000,84.853,8,0,18,0,18,4,28
"Valsartan",0,0,0,1,1,10,0,-2,435.525,0.000,712.192,321.572,143.908,246.711,0.000,1345.898,2.000,8.000,0.0000000,0.0158858,0.8277700,43.644,13.905,22.242,14.176,3.468,-4.018,-5.302,-2.314,75.038,-1.439,56.956,-2.343,0.000,0.000,3,-0.203,3,69.220,0.000,20.042,117.548,8,0,17,0,17,0,32
"Cinnoxicam",1,0,0,0,0,6,1,-2,461.491,0.000,760.975,99.033,126.319,535.624,0.000,1367.853,1.000,10.500,0.0000000,0.0137981,0.7831064,49.850,15.933,24.176,16.537,3.171,-5.141,-5.606,-7.596,628.087,-1.171,299.250,-1.385,0.000,0.000,2,-0.061,3,100.000,0.000,0.000,112.217,8,0,22,0,22,1,33
"Isoxicam",0,0,0,0,0,3,0,-2,335.334,0.000,558.574,163.605,191.749,203.018,0.202,956.418,1.000,8.250,0.0000000,0.0147697,0.8404578,32.134,10.061,17.784,12.678,0.784,-3.070,-3.639,-5.082,150.501,-1.427,64.043,-4.050,0.000,0.000,2,-0.484,3,64.818,0.000,0.000,118.054,8,0,15,0,15,1,23
"Sulfoxone",0,0,0,2,0,10,0,-2,404.470,0.000,609.305,85.198,246.381,207.851,69.875,1077.501,4.000,14.000,0.0000000,0.0459540,0.8342107,32.532,12.816,24.990,26.742,0.182,-0.797,-1.425,-1.591,0.117,-2.228,3.530,-4.368,0.000,0.000,6,-1.491,1,32.227,0.000,0.000,129.095,8,0,12,0,12,0,25
"Artesunate",0,0,0,1,0,4,5,-2,384.425,0.000,613.352,445.776,167.576,0.000,0.000,1131.690,1.000,7.950,0.0000000,0.0129616,0.8562630,36.568,10.166,18.909,10.748,2.438,-3.920,-4.897,-2.050,64.622,-1.201,32.580,-4.224,0.000,0.000,2,-0.177,2,47.775,0.000,0.000,116.078,8,0,16,0,14,12,27
"Alpiropride",0,1,0,0,0,9,0,-2,382.477,0.000,655.721,427.362,160.450,65.863,2.046,1183.224,3.000,9.750,0.0000000,0.0257541,0.8250696,36.049,11.499,21.267,14.849,0.956,-2.232,-2.720,-5.403,74.345,-1.147,33.837,-5.443,0.000,0.000,4,-0.375,3,63.580,0.000,0.000,116.271,8,0,11,0,11,4,26
"Aceglatone",1,0,0,0,0,2,4,-2,258.184,0.000,467.773,264.754,203.019,0.000,0.000,772.988,0.000,10.000,0.0000000,0.0000000,0.8707861,23.497,6.783,14.442,11.634,-1.937,0.480,-0.530,-3.623,117.670,-1.342,48.961,-5.069,0.000,0.000,2,-1.898,2,49.143,0.000,0.000,151.762,8,0,8,0,8,4,18
"Carboquone",0,0,0,0,0,4,2,-2,321.332,0.000,594.517,410.669,176.521,7.327,0.000,1042.252,2.000,8.200,0.0000000,0.0195058,0.8362111,33.059,9.627,18.706,12.524,1.154,-3.685,-3.293,-4.217,209.871,-1.361,91.508,-4.363,0.000,0.000,3,-0.243,3,55.979,0.000,0.000,124.729,8,0,12,6,6,4,23
"Imatinib",3,2,0,0,0,7,0,1,493.610,0.000,915.170,337.454,97.349,480.368,0.000,1627.763,2.000,10.500,0.0000000,0.0162257,0.7312358,59.082,18.443,27.430,17.579,3.756,-5.302,-3.851,-9.624,73.543,-0.275,36.056,-5.075,0.000,0.000,7,0.572,3,100.000,0.000,0.000,86.776,8,0,30,0,30,4,37
"Razoxane",2,2,0,0,0,3,0,-1,268.272,0.000,455.824,207.306,248.518,0.000,0.000,801.104,2.000,10.000,0.0000000,0.0310254,0.9151533,23.980,8.145,17.983,14.624,-2.346,1.010,0.869,-4.357,2.710,-0.799,1.017,-9.937,0.000,0.000,6,-0.882,1,38.210,0.000,0.000,151.935,8,0,12,0,12,4,19
"Temozolomide",1,0,0,0,0,1,0,-2,194.152,0.000,377.693,87.843,231.820,58.031,0.000,595.034,2.000,7.000,0.0000000,0.0262104,0.9058447,17.571,6.264,13.942,12.203,-1.205,-1.363,-1.140,-3.332,62.741,-1.380,24.811,-5.492,0.000,0.000,0,-0.802,2,45.929,0.000,0.000,128.632,8,0,9,0,9,0,14
"Treosulfan",0,0,0,0,0,9,2,-2,278.292,0.000,491.265,242.290,247.945,0.000,1.030,807.113,2.000,11.400,0.0000000,0.0328174,0.8533737,20.368,7.808,16.511,14.761,-1.847,-0.574,-1.246,-3.905,44.120,-2.246,17.179,-5.225,0.000,0.000,2,-1.416,2,38.347,0.000,0.000,131.018,8,0,0,0,0,0,16
"Entacapone",0,0,0,0,0,9,1,-2,305.290,0.000,564.225,231.618,251.597,81.009,0.000,966.326,2.000,7.000,0.0000000,0.0175453,0.8377773,27.513,9.938,17.173,11.178,0.722,-3.729,-4.387,-4.543,40.738,-2.369,15.557,-5.007,0.000,0.000,3,-0.440,2,42.644,0.000,0.000,135.328,8,0,6,0,6,0,22
"Azanidazole",0,0,0,0,0,5,0,-2,246.228,0.000,485.017,91.157,205.560,188.300,0.000,789.828,2.000,5.000,0.0000000,0.0145790,0.8519802,24.043,8.643,14.577,10.317,0.858,-2.630,-2.808,-4.825,111.321,-1.626,46.112,-4.165,0.000,0.000,1,-0.376,2,60.560,0.000,0.000,106.441,8,0,11,0,11,0,18
"Nifurtimox",1,0,0,0,0,4,0,-2,287.290,0.000,514.722,208.243,193.930,111.858,0.691,854.516,0.000,8.500,0.0000000,0.0000000,0.8460696,26.544,8.208,14.585,10.528,-0.478,-0.872,-1.991,-4.556,143.502,-1.482,61.207,-4.316,0.000,0.000,0,-1.345,3,58.472,0.000,0.000,104.873,8,0,11,0,11,5,19
"Nifuroxazide",0,0,0,0,0,6,0,-2,275.220,0.000,531.221,20.022,231.414,279.785,0.000,858.477,2.000,4.750,0.0000000,0.0126454,0.8223222,27.022,10.049,15.782,10.759,1.270,-3.281,-3.532,-5.741,63.299,-2.080,25.050,-4.223,0.000,0.000,1,-0.236,2,60.190,0.000,0.000,127.488,8,0,11,0,11,0,20
"Acyclovir",0,0,0,0,0,6,0,-2,225.207,0.000,449.387,142.364,245.147,61.876,0.000,719.424,4.000,8.900,0.0000000,0.0396095,0.8640418,19.376,7.822,17.477,16.190,-1.412,-1.449,-1.064,-4.027,46.900,-1.987,18.115,-5.244,0.000,0.000,2,-0.950,2,42.972,0.000,0.000,127.932,8,0,9,0,9,0,16
"Penciclovir",0,0,0,0,0,8,0,-2,253.260,0.000,488.087,139.741,288.927,59.419,0.000,809.328,5.000,8.900,0.0000000,0.0407735,0.8605004,21.666,9.252,20.081,17.588,-1.380,-1.572,-1.409,-4.073,18.030,-2.520,6.446,-5.867,0.000,0.000,2,-0.908,2,32.294,0.000,0.000,140.300,8,0,9,0,9,0,18
"Sorivudine",0,0,0,0,0,5,0,-2,349.137,0.000,487.202,128.983,231.457,44.534,82.229,838.982,4.000,10.300,0.0000000,0.0422822,0.8829938,24.637,9.524,20.495,17.699,-0.808,-2.221,-2.898,-3.638,63.240,-1.515,70.602,-5.148,0.000,0.000,4,-0.819,2,45.154,0.000,0.000,142.658,8,0,11,0,11,4,20
"Hexoprenaline",4,2,0,0,0,19,0,-2,420.505,0.000,827.696,305.363,290.426,231.907,0.000,1426.187,8.000,9.400,0.0000000,0.0321220,0.7403073,40.937,17.375,29.380,22.049,0.255,-1.446,-1.461,-8.292,1.085,-3.318,0.378,-8.356,0.000,0.000,8,-0.648,1,42.951,0.000,0.000,148.869,8,1,12,0,12,0,30
"Acefylline",0,0,0,1,0,2,0,-2,238.202,0.000,440.442,190.919,205.423,44.101,0.000,726.640,1.000,7.000,0.0000000,0.0158931,0.8874742,22.063,6.978,13.867,10.395,0.177,-1.760,-1.979,-1.756,28.280,-1.296,13.336,-4.958,0.000,0.000,1,-0.886,2,41.497,0.000,0.000,122.733,8,0,9,0,9,0,17
"Doxofylline",1,0,0,0,0,2,1,-1,266.256,0.000,487.040,335.144,100.864,51.032,0.000,818.747,0.000,8.400,0.0000000,0.0000000,0.8690281,25.815,6.876,12.955,9.757,-0.093,-0.723,-1.519,-3.895,1094.975,-0.447,545.684,-3.007,0.000,0.000,0,-1.337,3,76.952,0.000,0.000,88.983,8,0,14,0,14,3,19
"Dyphylline",0,0,0,0,0,5,0,-2,254.245,0.000,477.166,252.369,183.524,41.273,0.000,800.568,2.000,8.400,0.0000000,0.0248957,0.8738323,23.068,7.690,15.457,12.497,-0.290,-1.733,-1.823,-3.770,180.112,-1.340,77.567,-4.276,0.000,0.000,2,-0.807,3,56.464,0.000,0.000,113.191,8,0,9,0,9,0,18
"Bambuterol",0,1,0,0,0,7,0,1,367.444,0.000,766.576,587.340,106.127,73.109,0.000,1324.868,2.000,8.700,0.0000000,0.0160502,0.7610124,43.071,12.456,20.609,12.738,2.638,-4.631,-2.911,-6.474,243.444,-0.682,118.850,-4.608,0.000,0.000,3,0.166,3,77.097,0.000,0.000,100.517,8,0,6,0,6,0,26
"Meproscillarin",0,0,0,0,0,6,2,-2,544.684,0.000,812.264,566.996,164.414,80.853,0.000,1593.096,3.000,11.750,0.0000000,0.0250554,0.8121370,54.521,15.336,29.522,17.986,3.135,-5.780,-6.776,-4.957,273.375,-1.460,121.774,-3.689,0.000,0.000,6,0.377,2,63.585,0.000,0.000,115.085,8,1,29,0,29,20,39
"Xamoterol",0,1,0,0,1,10,0,-2,339.391,0.000,664.001,346.809,148.843,168.350,0.000,1135.677,4.000,8.400,0.0000000,0.0253012,0.7928046,34.483,11.916,20.619,17.500,0.551,-1.538,-1.482,-5.039,56.965,-1.219,43.367,-4.772,0.000,0.000,5,-0.720,3,72.915,0.000,28.356,110.832,8,0,12,0,12,4,24
"Amiloride",1,0,1,0,0,4,0,-2,229.628,0.000,411.588,0.000,308.970,32.951,69.667,651.718,5.000,2.500,0.0000000,0.0135820,0.8832341,17.674,8.211,16.576,11.963,-0.402,-1.710,-1.289,-3.579,11.640,-2.147,9.671,-8.776,0.000,0.000,0,-0.664,1,25.787,0.000,0.000,165.409,8,1,6,0,6,0,15
"Azosemide",0,0,0,0,0,5,0,-2,370.831,0.000,573.056,26.890,249.908,193.167,103.091,980.730,4.000,8.500,0.0000000,0.0296655,0.8330435,31.729,12.027,22.457,17.276,0.560,-3.620,-3.963,-5.155,42.269,-1.886,59.426,-4.965,0.000,0.000,3,-0.473,2,50.213,0.000,0.000,132.049,8,0,16,0,16,0,23
"Cinitapride",0,1,0,0,0,8,0,-2,402.492,0.000,748.807,435.860,170.781,142.166,0.000,1333.744,2.500,7.250,0.0000000,0.0153087,0.7825468,43.443,13.493,22.091,12.688,2.853,-4.615,-4.189,-6.455,59.331,-1.379,25.840,-5.461,0.000,0.000,6,0.413,3,65.971,0.000,0.000,112.193,8,0,18,0,18,9,29
"Glisentide",2,0,0,0,1,8,0,-2,445.532,0.000,829.058,385.761,171.068,270.581,1.646,1427.204,2.000,6.750,0.0000000,0.0115142,0.7394425,48.410,15.472,22.644,13.815,3.743,-6.873,-6.042,-5.664,172.084,-2.000,106.259,-2.951,0.000,0.000,2,0.424,2,74.104,0.000,17.326,125.593,8,0,17,0,17,5,31
"Glyburide",2,0,0,0,1,8,0,-2,494.004,0.000,865.644,400.264,169.230,222.892,73.259,1512.598,2.000,6.750,0.0000000,0.0110276,0.7361643,51.372,16.491,24.001,13.407,4.509,-7.912,-7.185,-5.490,187.470,-1.821,273.847,-3.085,0.000,0.000,2,0.651,2,71.500,0.000,14.845,126.420,8,0,18,0,18,6,33
"Pentaerythritol",4,0,0,0,0,16,4,-1,725.701,0.000,745.775,67.444,124.207,0.000,554.124,1490.110,4.000,13.600,0.0000000,0.0364721,0.8459979,43.207,17.607,29.290,18.277,4.066,-5.079,-10.015,-4.024,657.729,-0.198,10000.000,-2.272,0.000,0.000,0,-0.531,2,68.083,0.000,0.000,100.738,8,1,0,0,0,0,33
"Olsalazine",0,0,0,2,0,6,1,-2,302.243,0.000,543.829,0.000,306.265,237.564,0.000,902.908,2.000,5.500,0.0000000,0.0143026,0.8307401,28.397,10.768,17.910,11.750,1.732,-3.293,-3.868,-1.789,0.792,-2.757,0.356,-5.751,0.000,0.000,3,-0.558,1,19.734,0.000,0.000,160.027,8,0,12,0,12,0,22
"Cadralazine",0,0,0,0,0,8,1,-2,283.330,0.000,588.269,371.258,169.219,47.791,0.000,995.429,3.000,7.700,0.0000000,0.0226713,0.8195891,29.003,9.596,17.652,12.824,1.030,-3.092,-2.560,-4.679,246.147,-1.598,108.718,-3.702,0.000,0.000,1,-0.463,3,60.318,0.000,0.000,107.181,8,0,6,0,6,0,20
"Cinepazide",0,1,0,0,1,8,1,1,417.504,0.000,783.577,649.986,78.320,55.271,0.000,1397.650,0.000,10.250,0.0000000,0.0000000,0.7715237,45.171,12.323,19.547,12.664,1.792,-2.364,-2.504,-4.844,284.710,-0.397,229.095,-4.063,0.000,0.000,5,-0.728,3,82.640,0.000,24.584,86.287,8,0,17,0,17,8,30
"Isradipine",0,0,0,0,0,3,2,-1,371.392,0.000,639.322,387.145,143.109,109.068,0.000,1169.118,0.000,6.000,0.0000000,0.0000000,0.8394940,39.749,10.859,17.658,8.221,3.138,-4.702,-5.307,-4.649,435.309,-0.971,201.342,-3.485,0.000,0.000,5,0.280,3,70.507,0.000,0.000,120.173,8,0,15,0,15,1,27
"Nifedipine",0,0,0,0,0,3,2,-1,346.339,0.000,595.672,319.403,135.978,140.291,0.000,1063.741,0.000,4.500,0.0000000,0.0000000,0.8460220,35.830,10.051,15.413,6.803,3.267,-4.661,-5.426,-4.693,508.649,-0.884,238.244,-3.243,0.000,0.000,6,0.375,3,74.214,0.000,0.000,114.261,8,0,12,0,12,1,25
"Nipradolol",0,1,0,0,0,9,1,-2,326.349,0.000,623.388,343.224,156.787,123.378,0.000,1066.744,2.000,7.200,0.0000000,0.0163339,0.8099288,31.936,10.512,17.143,11.161,1.405,-2.405,-2.570,-5.922,80.536,-1.174,35.953,-5.173,0.000,0.000,4,-0.254,3,68.134,0.000,0.000,102.334,8,0,10,0,10,3,23
"Nisoldipine",0,0,0,0,0,5,2,-1,388.419,0.000,651.754,397.980,132.834,120.940,0.000,1211.215,0.000,4.500,0.0000000,0.0000000,0.8431323,40.263,11.259,17.002,6.343,4.228,-5.398,-6.469,-4.647,544.799,-0.984,256.598,-3.062,0.000,0.000,6,0.718,2,73.734,0.000,0.000,115.567,8,0,12,0,12,1,28
"Nitrendipine",0,0,0,0,0,4,2,-2,360.366,0.000,633.164,361.850,166.138,105.176,0.000,1138.526,0.000,4.500,0.0000000,0.0000000,0.8328066,37.846,10.703,16.471,6.639,3.505,-5.208,-5.774,-4.739,263.277,-1.275,116.919,-3.827,0.000,0.000,6,0.550,3,64.724,0.000,0.000,118.730,8,0,12,0,12,1,26
""Estriol",1,0,0,2,0,9,2,-2,488.533,0.000,769.835,339.702,318.152,111.981,0.000,1449.166,3.000,8.750,0.0000000,0.0196866,0.8044750,47.132,15.407,27.505,15.525,3.422,-5.522,-6.689,-1.615,0.611,-3.256,0.269,-6.124,0.000,0.000,7,0.079,1,8.856,0.000,0.000,184.986,9,0,17,0,17,11,35
"Prednisolone",1,0,0,1,0,8,1,-2,544.615,0.000,819.525,290.523,316.790,210.093,2.119,1534.055,3.000,12.450,0.0000000,0.0263128,0.7849286,52.108,16.974,31.007,20.168,2.085,-5.361,-6.490,-4.207,2.485,-3.341,0.989,-5.850,0.000,0.000,4,-0.173,1,25.336,0.000,0.000,182.151,9,1,23,0,23,12,38
"Rubitecan",0,0,0,0,0,3,0,-2,393.355,0.000,618.137,207.816,218.627,191.695,0.000,1099.865,1.000,8.750,0.0000000,0.0141554,0.8336295,37.767,11.545,20.548,13.419,1.249,-3.874,-4.766,-5.138,83.688,-1.715,33.875,-4.585,0.000,0.000,4,-0.228,2,57.636,0.000,0.000,137.956,9,0,21,0,21,3,29
"Rosuvastatin",0,0,0,1,0,12,0,-2,481.538,0.000,787.374,373.915,231.658,134.167,47.633,1448.103,2.000,10.900,0.0000000,0.0195777,0.7861710,45.375,14.504,25.159,15.138,2.954,-4.839,-5.821,-3.824,15.947,-2.542,13.093,-4.164,0.000,0.000,4,-0.285,2,40.944,47.016,0.000,138.219,9,0,12,0,12,0,33
"Pranlukast",4,0,0,0,0,8,0,-2,481.510,0.000,856.234,135.216,217.760,503.258,0.000,1517.153,2.000,8.750,0.0000000,0.0144521,0.7457481,54.232,18.247,26.965,16.467,4.055,-7.200,-6.708,-8.046,85.288,-2.529,34.575,-2.992,0.000,0.000,2,0.599,2,77.744,0.000,0.000,139.876,9,0,27,0,27,0,36
"Zafirlukast",3,0,0,0,0,8,0,-2,575.678,0.000,978.302,482.899,149.868,343.836,1.699,1771.790,2.000,8.250,0.0000000,0.0119260,0.7238252,62.900,19.317,28.409,14.723,6.138,-9.530,-9.139,-7.641,375.579,-1.822,175.371,-2.302,0.000,0.000,3,1.363,2,83.877,0.000,0.000,123.117,9,2,26,0,26,5,41
"Azidocillin",0,0,0,1,2,5,2,-2,375.401,0.000,604.525,172.142,224.823,187.786,19.773,1098.773,1.250,9.250,0.0000000,0.0171073,0.8518364,36.402,11.777,20.886,18.766,0.347,-1.101,-2.848,-0.269,5.447,-1.755,10.826,-4.521,0.000,0.000,4,-1.172,2,46.012,0.000,66.753,161.380,9,0,13,4,9,4,26
"Cephaloglycin",0,1,0,1,1,7,2,-2,405.425,0.000,668.421,203.584,274.587,164.902,25.347,1201.805,3.250,9.250,0.0000000,0.0249479,0.8178452,39.022,13.401,24.527,19.058,-1.359,-2.570,-2.725,-2.810,0.859,-2.135,0.885,-7.390,0.000,0.000,6,-0.666,1,32.591,0.000,32.495,172.617,9,0,14,4,10,3,28
"Gemifloxacin",0,1,0,1,0,5,1,-2,389.385,0.000,680.456,349.513,224.720,77.419,28.805,1192.787,2.000,8.700,0.0000000,0.0180815,0.7993558,39.110,11.718,21.798,13.818,-0.198,-4.317,-3.403,-4.066,4.628,-1.613,2.999,-6.971,0.000,0.000,4,-0.205,2,38.987,28.805,0.000,146.887,9,0,18,3,15,6,28
"Nitrofurantoin",0,0,0,0,0,4,0,-2,238.159,0.000,424.867,54.339,253.094,117.435,0.000,683.346,1.000,5.000,0.0000000,0.0117684,0.8830916,19.747,7.348,12.819,8.769,-0.074,-1.774,-2.735,-3.984,39.429,-1.841,15.017,-5.386,0.000,0.000,1,-0.580,2,44.611,0.000,0.000,144.562,9,0,10,0,10,1,17
"Pivalexin",0,1,0,0,1,8,3,-2,461.532,0.000,675.731,354.002,178.590,117.278,25.861,1334.480,2.250,9.250,0.0000000,0.0205333,0.8674929,43.235,13.347,24.085,16.216,1.580,-1.931,-4.150,-3.587,28.957,-1.039,29.780,-5.692,0.000,0.000,6,-0.169,2,62.505,0.000,29.834,148.767,9,0,14,4,10,3,32
"Pivampicillin",0,1,0,0,2,8,3,-2,463.548,0.000,729.527,345.070,216.602,147.946,19.910,1391.488,2.250,9.250,0.0000000,0.0190192,0.8262467,45.809,14.328,25.185,19.974,1.009,-1.359,-3.553,-3.026,5.768,-1.587,11.264,-6.285,0.000,0.000,5,-0.391,2,55.329,0.000,72.580,154.963,9,0,13,4,9,4,32
"Prulifloxacin",0,1,0,1,0,3,1,-2,461.464,0.000,691.885,320.122,227.515,69.446,74.802,1263.864,0.000,9.000,0.0000000,0.0000000,0.8170803,43.163,12.115,21.819,11.633,0.064,-3.899,-4.854,-3.742,4.354,-1.307,5.016,-7.243,0.000,0.000,3,-0.409,2,37.806,34.878,0.000,141.043,9,0,23,4,19,5,32
"Talampicillin",0,1,0,0,2,6,3,-2,481.522,0.000,646.547,146.486,213.812,254.154,32.095,1308.745,2.250,10.250,0.0000000,0.0237802,0.8949565,44.797,14.414,26.291,19.903,0.384,-1.014,-3.560,-2.421,10.074,-1.101,14.030,-6.051,0.000,0.000,5,-0.607,2,62.783,0.000,45.479,159.892,9,0,22,4,18,5,34
"Topiramate",1,0,0,0,0,4,4,-1,339.360,0.000,491.867,351.941,138.192,0.000,1.734,908.029,2.000,8.250,0.0000000,0.0237204,0.9219714,27.617,8.431,16.833,12.016,0.704,-2.143,-3.669,-2.795,484.647,-0.757,231.116,-3.682,0.000,0.000,0,-0.463,3,64.722,0.000,0.000,111.254,9,0,12,0,12,7,22
"Febarbamate",0,0,0,0,0,9,0,-2,405.450,0.000,689.282,343.444,175.411,170.427,0.000,1262.281,3.000,8.200,0.0000000,0.0206052,0.8194807,40.211,13.068,22.452,14.216,2.537,-4.375,-5.011,-5.266,215.020,-1.720,93.938,-3.288,0.000,0.000,2,0.046,3,66.663,0.000,0.000,147.349,9,0,12,0,12,1,29
"Alfuzosin",0,0,0,0,1,9,0,-2,389.453,0.000,719.471,533.147,108.212,78.112,0.000,1259.932,3.000,8.700,0.0000000,0.0209443,0.7841210,39.236,12.001,20.601,16.193,2.024,-3.603,-3.825,-4.023,502.463,-1.152,458.805,-2.375,0.000,0.000,4,-0.401,3,76.916,0.000,33.747,107.537,9,0,15,0,15,4,28
"Imidapril",1,1,0,1,0,9,1,-2,405.450,0.000,811.543,403.645,154.505,253.393,0.000,1406.489,2.000,9.000,0.0000000,0.0156836,0.7480738,46.775,14.951,22.890,14.256,1.526,-5.628,-3.648,-5.736,21.440,-1.421,10.938,-4.673,0.000,0.000,5,0.061,2,67.100,0.000,0.000,135.293,9,0,11,0,11,2,29
"Moexipril",1,1,0,1,1,11,1,-2,498.575,0.000,863.311,486.602,130.908,245.802,0.000,1590.334,2.000,10.000,0.0000000,0.0163813,0.7632317,52.775,16.350,25.530,15.646,1.798,-5.412,-4.737,-4.080,28.476,-1.199,19.090,-4.073,0.000,0.000,9,-0.049,2,72.286,0.000,12.628,125.839,9,0,16,0,16,3,36
"Prazosin",0,0,0,0,0,4,0,-1,383.406,0.000,667.660,329.025,109.584,229.051,0.000,1170.305,2.000,8.000,0.0000000,0.0169453,0.8044072,40.301,11.938,20.180,13.556,2.696,-4.920,-4.750,-5.789,905.143,-0.807,444.188,-2.348,0.000,0.000,2,0.071,3,86.226,0.000,0.000,97.229,9,0,21,0,21,4,28
"Terazosin",0,0,0,0,1,4,0,-1,387.438,0.000,662.548,474.174,109.037,79.338,0.000,1187.531,2.000,9.200,0.0000000,0.0196375,0.8185480,39.560,11.033,20.468,16.031,1.546,-3.423,-3.726,-3.472,514.684,-0.763,449.960,-2.866,0.000,0.000,4,-0.405,3,76.796,0.000,31.453,99.134,9,0,21,0,21,8,28
"Phentetramine",0,0,0,0,0,6,0,-2,359.384,0.000,616.674,293.101,168.517,155.057,0.000,1105.158,2.000,7.950,0.0000000,0.0182317,0.8382855,35.703,11.217,19.618,12.841,1.858,-3.783,-4.228,-4.888,249.951,-1.397,110.536,-3.503,0.000,0.000,3,-0.134,3,67.338,0.000,0.000,112.995,9,0,15,0,15,0,26
"Acetylfuratrizine",0,0,0,0,0,5,0,-2,275.223,0.000,534.454,120.259,223.940,190.255,0.000,867.944,1.000,7.000,0.0000000,0.0130975,0.8233467,27.188,9.240,15.575,11.079,0.503,-2.774,-2.788,-5.298,74.521,-1.940,29.882,-4.496,0.000,0.000,1,-0.564,2,56.268,0.000,0.000,130.002,9,0,11,0,11,0,20
"Sulfasalazine",0,0,0,1,0,7,1,-2,398.392,0.000,669.491,0.000,273.495,395.385,0.610,1152.493,2.000,9.250,0.0000000,0.0195394,0.7940464,39.250,14.109,22.987,16.376,1.664,-4.074,-4.596,-4.943,6.397,-2.749,2.695,-4.495,0.000,0.000,4,-0.491,2,47.575,0.000,0.000,150.652,9,0,18,0,18,0,28
"Azacitidine",1,0,0,0,0,5,0,-2,244.207,0.000,430.278,103.419,290.287,36.572,0.000,717.188,5.000,11.800,0.0000000,0.0613223,0.9005439,19.687,8.436,21.123,20.821,-2.518,-1.500,-0.561,-3.316,17.503,-2.124,6.243,-6.261,0.000,0.000,5,-0.933,2,30.508,0.000,0.000,152.893,9,0,11,0,11,4,17
"Capecitabine",0,0,0,0,0,7,0,-2,359.354,0.000,706.533,394.441,229.288,32.204,50.600,1168.855,3.000,11.100,0.0000000,0.0272114,0.7595211,36.436,11.380,22.516,16.999,0.466,-4.390,-2.944,-5.577,66.308,-2.384,49.864,-4.960,0.000,0.000,3,-0.629,2,44.888,50.600,0.000,135.422,9,0,11,0,11,4,25
"Famotidine",3,0,0,0,0,10,0,-2,337.432,0.000,589.247,106.659,344.147,58.705,79.736,972.466,7.000,9.000,0.0000000,0.0404105,0.8055955,26.904,12.121,25.032,20.817,-1.059,-2.619,-2.551,-4.958,5.399,-3.379,4.787,-6.695,0.000,0.000,2,-0.932,1,18.978,0.000,0.000,181.976,9,1,5,0,5,0,20
"Ribavirin",1,0,0,0,0,5,0,-2,244.207,0.000,450.404,112.526,295.753,42.124,0.000,737.698,5.000,12.300,0.0000000,0.0610644,0.8766284,20.560,8.545,21.590,21.437,-2.671,-1.594,-0.439,-3.729,15.534,-2.304,5.487,-6.342,0.000,0.000,4,-1.018,2,29.549,0.000,0.000,157.186,9,0,10,0,10,4,17
"Zidovudine",0,0,0,0,0,3,1,-2,267.244,0.000,457.927,201.374,239.588,16.965,0.000,788.551,2.000,9.900,0.0000000,0.0305741,0.9014093,23.640,7.979,17.565,14.585,-1.264,-1.476,-1.560,-3.208,52.953,-1.583,20.655,-5.587,0.000,0.000,4,-0.912,2,41.439,0.000,0.000,147.862,9,0,11,0,11,4,19
"Amprenavir",0,0,0,0,0,13,0,-2,505.628,0.000,764.359,337.332,157.201,269.826,0.000,1482.581,3.500,11.400,0.0000000,0.0279024,0.8226464,47.408,15.725,27.145,17.951,2.832,-4.000,-5.943,-5.689,320.007,-1.769,144.373,-2.218,0.000,0.000,4,-0.116,3,77.388,0.000,0.000,120.533,9,1,17,0,17,4,35
"Delavirdine",0,0,0,0,0,5,0,-2,456.562,0.000,759.047,322.362,163.130,272.128,1.427,1388.135,3.000,10.000,0.0000000,0.0228188,0.7928377,48.787,14.946,26.304,17.648,2.789,-5.634,-5.470,-6.182,281.152,-1.465,127.802,-3.087,0.000,0.000,4,0.196,2,76.110,0.000,0.000,112.149,9,0,21,0,21,4,32
"Famciclovir",0,0,0,0,0,8,2,-2,321.335,0.000,644.709,287.446,247.040,110.223,0.000,1087.033,2.000,8.000,0.0000000,0.0175485,0.7930423,33.265,11.258,19.297,12.745,1.089,-3.894,-3.368,-5.406,45.001,-2.537,17.324,-4.916,0.000,0.000,1,-0.314,2,45.605,0.000,0.000,141.111,9,0,9,0,9,0,23
